"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"12/22/2017 12:00:00 AM","23","363                 ","December 2017 Consultancy","Jv6147              ","","cr369               "
"11/13/2017 12:00:00 AM","23","364                 ","Purchase of 85pcs of empty drums","Jv6151              ","","cr30600             "
"11/13/2017 12:00:00 AM","23","365                 ","Purchase of 177L of diesel","Jv6152              ","","cr447               "
"11/14/2017 12:00:00 AM","23","367                 ","purchase of 147.72L diesel for K1-60","Jv6170              ","","cr447               "
"11/16/2017 12:00:00 AM","23","368                 ","Pc no.3262 purchase of diesel of K1-70 production","Jv6180              ","","cr447               "
"1/6/2018 12:00:00 AM","23","369                 ","Purchase of type 5 ","Jv6183              ","","cr553               "
"12/7/2017 12:00:00 AM","23","370                 ","November Sanitation","Jv6190              ","","cr380               "
"11/16/2017 12:00:00 AM","23","371                 ","Transport charges to deliver products to Evanson &amp; Lesma","Jv6201              ","","cr40609             "
"12/28/2017 12:00:00 AM","23","373                 ","December 2017 Pests control","Jv6213              ","","cr380               "
"10/29/2017 12:00:00 AM","23","374                 ","October 2017 PAYE payable","Jv6248              ","","cr513               "
"10/29/2017 12:00:00 AM","23","375                 ","","Jv6249              ","","cr515               "
"10/29/2017 12:00:00 AM","23","376                 ","October 2017 NSSF payable","Jv6250              ","","cr514               "
"11/27/2017 12:00:00 AM","23","377                 ","November 2017 PAYE payable","Jv6251              ","","cr513               "
"11/27/2017 12:00:00 AM","23","378                 ","November 2017 NHIF payable","Jv6252              ","","cr515               "
"11/27/2017 12:00:00 AM","23","379                 ","November 2017 NSSF payable","Jv6253              ","","cr514               "
"12/27/2017 12:00:00 AM","23","380                 ","December 2017 PAYE payable","Jv6254              ","","cr513               "
"12/27/2017 12:00:00 AM","23","381                 ","December 2017 NHIF payable","Jv6255              ","","cr515               "
"12/27/2017 12:00:00 AM","23","382                 ","December 2017 NSSF payable","Jv6256              ","","cr514               "
"12/31/2017 12:00:00 AM","23","383                 ","December 2017 Motor vehicle fuel","Jv6257              ","","cr473               "
"12/31/2017 12:00:00 AM","23","384                 ","December 2017 Water and sewerage","Jv6258              ","","cr371               "
"11/30/2017 12:00:00 AM","23","385                 ","November 2017 Electricity bill","Jv6259              ","","cr372               "
"12/31/2017 12:00:00 AM","23","386                 ","December 2017 Electricity bill","Jv6260              ","","cr372               "
"1/10/2018 12:00:00 AM","23","388                 ","transport charges to deliver products to Sadoline","Jv6279              ","","cr40609             "
"12/5/2017 12:00:00 AM","23","389                 ","purchase of 100L of diesel","Jv6468              ","","cr447               "
"12/6/2017 12:00:00 AM","23","390                 ","purchase of 10pcs of empty drum","Jv6469              ","","cr30600             "
"12/6/2017 12:00:00 AM","23","391                 ","150L of diesel for bitumen heating","Jv6477              ","","cr447               "
"12/8/2017 12:00:00 AM","23","392                 ","purchase 50pcs of empty drums","Jv6494              ","","cr30600             "
"12/18/2017 12:00:00 AM","23","393                 ","purchase of white spirit and turpentine","Jv6526              ","","cr70612             "
"12/18/2017 12:00:00 AM","23","394                 ","puchase of white spirit and turpentin(less posted amount)","Jv6528              ","","cr70612             "
"1/25/2018 12:00:00 AM","23","395                 ","Repair of biometric device","Jv6611              ","","cr348               "
"1/25/2018 12:00:00 AM","23","396                 ","Jan security bill 2018","Jv6675              ","","cr354               "
"1/31/2018 12:00:00 AM","23","398                 ","January Motorvehicle fuel","Jv6730              ","","cr473               "
"1/31/2018 12:00:00 AM","23","399                 ","January 2018 water bill","Jv6778              ","","cr371               "
"1/30/2018 12:00:00 AM","23","400                 ","January 2018 NHIF payroll","Jv6779              ","","cr515               "
"1/30/2018 12:00:00 AM","23","401                 ","January 2018 NSSF ","Jv6780              ","","cr514               "
"1/30/2018 12:00:00 AM","23","402                 ","January 2018 PAYE","Jv6781              ","","cr513               "
"4/18/2017 12:00:00 AM","23","403                 ","Purchase of 17pcs of empty drums","Jv6795              ","","cr30600             "
"11/18/2017 12:00:00 AM","23","405                 ","Purchase of 10pcs of empty drums","Jv6796              ","","cr30600             "
"11/21/2017 12:00:00 AM","23","407                 ","purchase of 20pcs of empty drums","Jv6797              ","","cr30600             "
"12/20/2017 12:00:00 AM","23","408                 ","Purchase of 60pcs of empty drums","Jv6798              ","","cr30600             "
"12/11/2017 12:00:00 AM","23","409                 ","purchase of 50pcs of empty drums","Jv6799              ","","cr30600             "
"12/11/2017 12:00:00 AM","23","410                 ","purchase of 25pcs of empty drums","Jv6800              ","","cr30600             "
"12/26/2017 12:00:00 AM","23","412                 ","January 2018 Consulltancy","Jv6911              ","","cr369               "
"12/19/2017 12:00:00 AM","23","413                 ","Audit for the year 2016","Jv6912              ","","cr369               "
"12/19/2017 12:00:00 AM","23","414                 ","Mr maina and Welcap 2016 annual income","Jv6913              ","","cr369               "
"1/11/2018 12:00:00 AM","23","415                 "," purchase of 25pcs of empty drums for K1-60 drumming ","Jv7027              ","","cr30600             "
"2/8/2018 12:00:00 AM","23","416                 ","Jan sanitary services bill","Jv7029              ","","cr380               "
"1/20/2018 12:00:00 AM","23","417                 ","Purchase of 5pcs of empty drums","Jv7060              ","","cr30600             "
"1/20/2018 12:00:00 AM","23","419                 ","purchase of 5pcs of empty drums","Jv7071              ","","cr30600             "
"1/25/2018 12:00:00 AM","23","420                 ","purchase of 10pcs of empty drums","Jv7120              ","","cr30600             "
"2/28/2018 12:00:00 AM","23","421                 ","12pcs of A6 printed petty cash vouchers","Jv7133              ","","cr50612             "
"1/27/2018 12:00:00 AM","23","423                 ","purchase of 15pcs of empty drums","Jv7134              ","","cr30600             "
"1/26/2018 12:00:00 AM","23","425                 ","January 2018 Consulltancy","Jv7141              ","","cr369               "
"2/26/2018 12:00:00 AM","23","426                 ","February 2018 Consultancy","Jv7142              ","","cr369               "
"1/30/2018 12:00:00 AM","23","427                 ","purchase of 3pcs of empty drum","Jv7177              ","","cr30600             "
"11/13/2017 12:00:00 AM","23","429                 ","purchase of 172L of diesel(less amount posted)","Jv7225              ","","cr447               "
"11/27/2017 12:00:00 AM","23","430                 ","purchase of 200L of diesel for bitumen heating ","Jv7226              ","","cr447               "
"12/7/2017 12:00:00 AM","23","431                 ","purchase of 200L of diesel for emulsion production","Jv7227              ","","cr447               "
"12/11/2017 12:00:00 AM","23","432                 ","purchase of 200.87L of diesel for heating bitumen","Jv7228              ","","cr447               "
"3/31/2017 12:00:00 AM","23","433                 ","purchase of 400L of diesel for MC-30 production","Jv7229              ","","cr447               "
"3/16/2017 12:00:00 AM","23","434                 ","purchase of 400L of diesel for heating bitumen","Jv7230              ","","cr447               "
"2/28/2018 12:00:00 AM","23","435                 ","February Security services","Jv7241              ","","cr90613             "
"2/28/2018 12:00:00 AM","23","437                 ","February 2018 Water bill","Jv7244              ","","cr371               "
"2/28/2018 12:00:00 AM","23","438                 ","February 2018 Motor veh.fuel","Jv7245              ","","cr473               "
"2/20/2018 12:00:00 AM","23","439                 ","Effluent discharge liscence","Jv7284              ","","cr371               "
"3/1/2018 12:00:00 AM","23","440                 ","Purchase of 1drum of diesel for generator","Jv7301              ","","cr447               "
"2/26/2018 12:00:00 AM","23","441                 ","February 2018 NHIF","Jv7331              ","","cr515               "
"2/26/2018 12:00:00 AM","23","442                 ","February 2018 Nssf","Jv7332              ","","cr514               "
"2/26/2018 12:00:00 AM","23","443                 ","February 2018 PAYE","Jv7333              ","","cr513               "
